City,Year,Urbanization,GDP,Labor,Finance,Birth_rate,College
陕西省,2009,0.434934263,7997.8,352.4,0.043224387,10.24,26.47
陕西省,2008,0.420925229,7177.8,344.4,0.041252194,10.29,26.5
陕西省,2007,0.406148867,5681.8,,0.041606533,10.21,23.75
陕西省,2006,0.391186807,4595.6,,0.033640874,10.19,21.16
陕西省,2005,0.372357724,3817.2,,0.033689615,10.02,20.89
陕西省,2004,,3141.6,331.6,,10.59,19.57
陕西省,2003,,2587.7,,,10.67,16.81
陕西省,2002,,2253.4,,,10.48,14.7
陕西省,2001,,2010.6,,,10.5,
陕西省,2000,,,,,,
甘肃省,2020,0.522191124,9016.7,262.2,0.095300942,,16.94
甘肃省,2019,0.50697489,8718.3,253,0.098906897,10.6,15.72
甘肃省,2018,0.497017893,8104.1,246.7,0.09556891,11.07,13.69
甘肃省,2017,0.481363997,7336.7,259.2,0.097864162,12.54,13.15
甘肃省,2016,0.460714286,6907.9,261,0.093559548,12.18,12.58
甘肃省,2015,0.442330559,6556.6,261.8,0.084662783,12.36,12.43
甘肃省,2014,0.422757803,6518.4,264.7,0.068912617,12.21,12.93
甘肃省,2013,0.404808829,6014.5,256.6,0.057028847,12.16,12.23
甘肃省,2012,0.387843137,5393.1,211.3,0.048673305,12.11,13.02
甘肃省,2011,0.372648903,4816.9,199.3,0.041914925,12.08,12.35
甘肃省,2010,0.361328125,3943.7,194.3,0.031975049,12.05,11.41
甘肃省,2009,0.348727984,3268.3,193,0.030505156,13.32,10.95
甘肃省,2008,0.335554684,3071.7,192.5,0.026174431,13.22,10.51
甘肃省,2007,0.322605965,2675.1,,0.025120556,13.14,9.43
甘肃省,2006,0.310954064,2203,,0.024557422,12.86,8.69
甘肃省,2005,0.300196464,1864.6,,0.025260109,12.59,7.16
甘肃省,2004,,1653.6,193.6,,12.43,6.42
甘肃省,2003,,1399.9,,,12.58,6.01
甘肃省,2002,,1232,,,13.16,5.31
甘肃省,2001,,1125.4,,,13.58,
甘肃省,2000,,,,,,
青海省,2020,0.600337268,3005.9,66.4,0.087760737,,2.06
青海省,2019,0.588135593,2941.1,67,0.089422325,13.66,2.14
青海省,2018,0.572402044,2748,62.7,0.094432314,14.31,2.05
青海省,2017,0.554607509,2465.1,63.3,0.105026165,14.42,1.96
青海省,2016,0.536082474,2258.2,63.1,0.103002391,14.7,1.91
青海省,2015,0.516464471,2011,62.7,0.103381402,14.72,1.8
青海省,2014,0.508680556,1847.7,63.2,0.068788223,14.67,1.55
青海省,2013,0.492119089,1713.3,64.2,0.061927275,14.16,1.48
青海省,2012,0.478108581,1528.5,61.7,0.062479555,14.3,1.46
青海省,2011,0.464788732,1370.4,60.6,0.055020432,14.43,1.4
青海省,2010,0.447602131,1144.2,52.6,0.057507429,14.94,1.3
青海省,2009,0.42010772,939.7,50.6,0.042992444,14.51,1.26
青海省,2008,0.407942238,896.9,47,0.039803769,14.49,1.38
青海省,2007,0.400362319,720.1,,0.037633662,14.93,1.11
青海省,2006,0.392335766,585.2,,0.039815448,15.24,1.19
青海省,2005,0.392265193,499.4,,0.038245895,15.7,1.17
青海省,2004,,443.7,,,16.32,0.95
青海省,2003,,385,,,16.94,0.91
青海省,2002,,340.7,,,18.05,0.71
青海省,2001,,300.1,,,19.06,
青海省,2000,,,,,,
宁夏回族自治区,2020,0.649098474,3920.6,69.1,0.081492629,,4.57
宁夏回族自治区,2019,0.635983264,3748.5,70,0.081605976,13.72,4.3
宁夏回族自治区,2018,0.621126761,3510.2,68,0.081448351,13.32,3.5
宁夏回族自治区,2017,0.609929078,3200.3,71.1,0.083117208,13.44,3.47
宁夏回族自治区,2016,0.58705036,2781.4,70.7,0.086215575,13.69,3.24
宁夏回族自治区,2015,0.570175439,2579.4,73.1,0.08447701,12.62,3.22
宁夏回族自治区,2014,0.548672566,2473.9,73.2,0.080439791,13.1,3.28
宁夏回族自治区,2013,0.528528529,2327.7,72.2,0.077114748,13.12,3.07
宁夏回族自治区,2012,0.51138088,2131,67.4,0.069028625,13.26,3.08
宁夏回族自治区,2011,0.50154321,1931.8,60.9,0.061755875,13.65,2.82
宁夏回族自治区,2010,0.478672986,1571.7,59.3,0.056181205,14.14,2.5
宁夏回族自治区,2009,0.4608,1266.7,58.1,0.054472251,14.38,2.24
宁夏回族自治区,2008,0.449838188,1139.2,57.1,0.052580758,14.31,2.17
宁夏回族自治区,2007,0.440983607,877.6,,0.054466727,14.8,1.92
宁夏回族自治区,2006,0.430463576,683.3,,0.050051222,15.53,1.95
宁夏回族自治区,2005,0.422818792,579.9,,0.051733057,15.93,1.48
宁夏回族自治区,2004,,519.9,,,15.97,1.37
宁夏回族自治区,2003,,442.6,,,15.68,1.12
宁夏回族自治区,2002,,377.2,,,16.42,0.94
宁夏回族自治区,2001,,337.4,,,16.55,
宁夏回族自治区,2000,,,,,,
新疆维吾尔自治区,2020,0.565250965,13797.6,323,0.077469995,,14.64
新疆维吾尔自治区,2019,0.555295037,13597.1,318.8,0.074913033,13.72,13.96
新疆维吾尔自治区,2018,0.540079365,12809.4,305.2,0.075514856,13.32,11.43
新疆维吾尔自治区,2017,0.518951613,11159.9,335,0.07689137,13.44,10.37
新疆维吾尔自治区,2016,0.504118616,9630.8,320.5,0.07768825,13.69,9.22
新疆维吾尔自治区,2015,0.487631027,9306.9,317.2,0.076480891,12.62,8.72
新疆维吾尔自治区,2014,0.467956989,9264.5,316.6,0.071941281,13.1,8.28
新疆维吾尔自治区,2013,0.449452954,8392.6,309.5,0.067154398,13.12,8.1
新疆维吾尔自治区,2012,0.44207723,7411.8,288.8,0.056072749,13.26,7.58
新疆维吾尔自治区,2011,0.437303371,6532,279.4,0.049663197,13.65,7.4
新疆维吾尔自治区,2010,0.43020595,5360.2,255,0.046621395,14.14,7.36
新疆维吾尔自治区,2009,0.398332561,4237,249.4,0.051970734,14.38,6.76
新疆维吾尔自治区,2008,0.396527452,4142.5,248.2,0.044828002,14.31,6.53
新疆维吾尔自治区,2007,0.391408115,3500,,0.045514286,14.8,6.14
新疆维吾尔自治区,2006,0.379512195,2957.3,,0.032056268,15.53,5.91
新疆维吾尔自治区,2005,0.371641791,2520.5,,0.029676651,15.93,5.58
新疆维吾尔自治区,2004,,2170.4,,,15.97,4.99
新疆维吾尔自治区,2003,,1889.2,,,15.68,4.31
新疆维吾尔自治区,2002,,1612.6,,,16.42,4.17
新疆维吾尔自治区,2001,,1491.6,,,16.55,
新疆维吾尔自治区,2000,,,,,,
